"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"1",NA,"Russia","T-80BVM","destroyed","https://i.postimg.cc/2y474krg/336.png","2022-03-30",1,1,1,NA,2022-02-24
"2",NA,"Soviet Union","MT-LB","destroyed","https://i.postimg.cc/0QPGdgX4/6658.png","2022-03-30",2,2,1,NA,2022-02-24
"3",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/P5M1XV5z/58.png","2022-03-30",2,3,2,NA,2022-02-24
"4",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/hjqg1p15/680.png","2022-03-30",2,4,2,NA,2022-02-24
"5",NA,"Soviet Union","MT-LB with ZU-23 AA gun","destroyed","https://postimg.cc/kVDPCNz0","2022-03-30",3,5,1,NA,2022-02-24
"6",NA,"Soviet Union","9P149 Shturm-S ATGM carrier","destroyed","https://i.postimg.cc/DwY6rjLd/659.png","2022-03-30",4,6,1,NA,2022-02-24
"7",NA,"Soviet Union","BMP-2","captured","https://i.postimg.cc/T1HJcX0f/776.png","2022-03-30",5,7,2,NA,2022-02-24
"8",NA,"Russia","KamAZ-63968 Typhoon","captured","https://i.postimg.cc/D0LLthjn/663.png","2022-03-30",6,8,2,NA,2022-02-24
"9",NA,"Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/W1VpzFcv/5578.png","2022-03-30",7,9,1,NA,2022-02-24
"10",NA,"Russia","GAZ Tigr-M","damaged","https://i.postimg.cc/ZKDrDbck/85.png","2022-03-30",7,10,3,NA,2022-02-24
"11",NA,"Soviet Union","IMR-2 combat engineering vehicle","destroyed","https://i.postimg.cc/xdbysNZ7/5548.png","2022-03-30",8,11,1,NA,2022-02-24
"12",NA,"Soviet Union","TMM-3 bridge layer","captured","https://i.postimg.cc/FRhY7mzP/75.png","2022-03-30",9,12,2,NA,2022-02-24
"13",NA,"Russia","KamAZ-5350 with EOV-3523 excavator","captured","https://i.postimg.cc/bvhJB8xz/774.png","2022-03-30",10,13,2,NA,2022-02-24
"14",NA,"Russia","Tor-M2","destroyed","https://i.postimg.cc/5tS4wn32/578.png","2022-03-30",11,14,1,NA,2022-02-24
"15",NA,"Soviet Union","Su-25 strike aircraft","destroyed","https://tass.ru/armiya-i-opk/13840645","2022-03-30",12,15,1,NA,2022-02-24
"16",NA,"Soviet Union","An-26 transport aircraft","destroyed","https://i.postimg.cc/R0ppMFNQ/448.png","2022-03-30",13,16,1,NA,2022-02-24
"17",NA,"Russia","Ka-52 'Alligator'","destroyed","https://i.postimg.cc/PJGKCtCv/658.png","2022-03-30",14,17,1,NA,2022-02-24
"18",NA,"Russia","Ka-52 'Alligator'","damaged","https://i.postimg.cc/kXX8gFLx/769.png","2022-03-30",14,18,3,NA,2022-02-24
"19",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/ncy3jWxy/55488.png","2022-03-30",15,19,2,NA,2022-02-24
"20",NA,"Russia","Ural-4320","damaged","https://postimg.cc/kVDPCNz0","2022-03-30",16,5,3,NA,2022-02-24
"21",NA,"Russia","Ural-4320","captured","https://i.postimg.cc/Z5GKzh1D/r1.png","2022-03-30",16,20,2,NA,2022-02-24
"22",NA,"Russia","Ural-4320","captured","https://i.postimg.cc/pXL1Kn3v/5583.png","2022-03-30",16,21,2,NA,2022-02-24
"23",NA,"Russia","KamAZ","destroyed","https://i.postimg.cc/K8dLcdtV/h0.png","2022-03-30",17,22,1,NA,2022-02-24
"24",NA,"Russia","KamAZ","damaged","https://i.postimg.cc/kGnW3KWg/880.png","2022-03-30",17,23,3,NA,2022-02-24
"25",NA,"Russia","KamAZ","captured","https://i.postimg.cc/YSQ2ps72/r2.png","2022-03-30",17,24,2,NA,2022-02-24
"26",NA,"Russia","KamAZ","captured","https://i.postimg.cc/VkXF0qmD/6599.png","2022-03-30",17,25,2,NA,2022-02-24
"27",NA,"Russia","KamAZ","captured","https://i.postimg.cc/Bbj44g2S/5580.png","2022-03-30",17,26,2,NA,2022-02-24
"28",NA,"Soviet Union","T-64BV","destroyed","https://i.postimg.cc/mgntjg7P/763.png","2022-03-30",18,27,1,NA,2022-02-24
"29",NA,"Soviet Union","BRM-1K","captured","https://i.postimg.cc/ZnMyg04W/6669.jpg","2022-03-30",19,28,2,NA,2022-02-24
"30",NA,"Soviet Union","MT-LBu","damaged","https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png","2022-03-30",20,29,3,NA,2022-02-24
"31",NA,"Soviet Union","MT-LBu","abandoned","https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png","2022-03-30",20,29,4,NA,2022-02-24
"32",NA,"Soviet Union","BMP-1","destroyed","https://i.postimg.cc/7hc1JGgw/558.jpg","2022-03-30",21,30,1,NA,2022-02-24
"33",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png","2022-03-30",21,31,4,NA,2022-02-24
"34",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png","2022-03-30",21,32,4,NA,2022-02-24
"35",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png","2022-03-30",21,33,4,NA,2022-02-24
"36",NA,"Ukraine","BTR-4","destroyed","https://i.postimg.cc/W42RL0Ld/5554.png","2022-03-30",22,34,1,NA,2022-02-24
"37",NA,"Ukraine","BTR-4","destroyed","https://i.postimg.cc/bYFbd2PW/6658.png","2022-03-30",22,35,1,NA,2022-02-24
"38",NA,"Ukraine","BTR-4","captured","https://i.postimg.cc/tCP3NpHR/c1.png","2022-03-30",22,36,2,NA,2022-02-24
"39",NA,"Ukraine","BTR-4","captured","https://i.postimg.cc/htB9C6SL/c2.png","2022-03-30",22,37,2,NA,2022-02-24
"40",NA,"Soviet Union","BTR-70","captured","https://i.postimg.cc/9FS2wLRZ/Screenshot-8016.png","2022-03-30",23,38,2,NA,2022-02-24
"41",NA,"Soviet Union","BTR-70","abandoned","https://i.postimg.cc/RCWcTD3F/579.png","2022-03-30",23,39,4,NA,2022-02-24
"42",NA,"Ukraine","Kozak-2","destroyed","https://i.postimg.cc/L6pqJk7y/58.png","2022-03-30",24,40,1,NA,2022-02-24
"43",NA,"Soviet Union","122mm 2S1 Gvozdika","captured","https://i.postimg.cc/x1nDQ4cP/Screenshot-8055.png","2022-03-30",25,41,2,NA,2022-02-24
"44",NA,"Soviet Union","122mm 2S1 Gvozdika","captured","https://postimg.cc/dh3pzgQm","2022-03-30",25,42,2,NA,2022-02-24
"45",NA,"Soviet Union","5P85D (launcher for S-300PS)","destroyed","https://i.postimg.cc/50rg9crH/4488.png","2022-03-30",26,43,1,NA,2022-02-24
"46",NA,"Soviet Union","P-14 'Tall King'","damaged","https://i.postimg.cc/rpWmrPLb/57.png","2022-03-30",27,44,3,NA,2022-02-24
"47",NA,"Soviet Union","P-35/37 'Bar Lock'","destroyed","https://i.postimg.cc/WpShQwBk/5547.png","2022-03-30",28,45,1,NA,2022-02-24
"48",NA,"Soviet Union","PRV-13 'Odd Pair'","destroyed","https://i.postimg.cc/pXwx79Lj/557.png","2022-03-30",29,46,1,NA,2022-02-24
"49",NA,"Soviet Union","1L22 'Parol'","destroyed","https://i.postimg.cc/SRjk0C96/6659.png","2022-03-30",30,47,1,NA,2022-02-24
"50",NA,"Soviet Union","1L22 'Parol'","damaged","https://postimg.cc/9Dcvz02c","2022-03-30",30,48,3,NA,2022-02-24
"51",NA,"Soviet Union","Su-27 fighter aircraft","destroyed","https://i.postimg.cc/XYtMphyC/5h.png","2022-03-30",31,49,1,NA,2022-02-24
"52",NA,"Soviet Union","An-26 transport aircraft","destroyed","https://i.postimg.cc/rmdB2PLQ/489.png","2022-03-30",13,50,1,NA,2022-02-24
"53",NA,"Ukraine","KrAZ-260","destroyed","https://i.postimg.cc/0QMkBhwk/Screenshot-8021.png","2022-03-30",32,51,1,NA,2022-02-24
"54",NA,"Ukraine","KrAZ-260","captured","https://postimg.cc/0zzW9YYS","2022-03-30",32,52,2,NA,2022-02-24
"55",NA,"Ukraine","KrAZ-260","captured","https://postimg.cc/G9jSKh34","2022-03-30",32,53,2,NA,2022-02-24
"56",NA,"Ukraine","KrAZ-260","captured","https://postimg.cc/v4CPT4hN","2022-03-30",32,54,2,NA,2022-02-24
"57",NA,"Ukraine","KrAZ-260","captured","https://postimg.cc/dLpRmzC7","2022-03-30",32,55,2,NA,2022-02-24
"58",NA,"Ukraine","KrAZ-260","captured","https://postimg.cc/jC9nGySm","2022-03-30",32,56,2,NA,2022-02-24
"59",NA,"Soviet Union","ZiL-131","destroyed","https://i.postimg.cc/t4mkVgHr/36.png","2022-03-30",33,57,1,NA,2022-02-24
"60",NA,"Soviet Union","Ural-375D","captured","https://i.postimg.cc/FKC8wRyc/Screenshot-8025.png","2022-03-30",34,58,2,NA,2022-02-24
"61",NA,"Soviet Union","KamAZ","destroyed","https://i.postimg.cc/6pr9sdqZ/Screenshot-8019.png","2022-03-30",17,59,1,NA,2022-02-24
"62",NA,"Soviet Union","GAZ-66","destroyed","https://postimg.cc/PP20VdH5","2022-03-30",15,60,1,NA,2022-02-24
"63",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/9MGPZgQM/Screenshot-8017.png","2022-03-30",15,61,2,NA,2022-02-24
"64",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/1RVZrFkD/Screenshot-8053.png","2022-03-30",15,62,2,NA,2022-02-24
"65",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/jdz0Gbd5/Screenshot-8054.png","2022-03-30",15,63,2,NA,2022-02-24
"66",NA,"Soviet Union","UAZ-469","captured","https://i.postimg.cc/tgpMs65F/Screenshot-8026.png","2022-03-30",35,64,2,NA,2022-02-24
"67",NA,"Ukraine","Unknown truck","destroyed","https://i.postimg.cc/vBdfY7td/Screenshot-8019.png","2022-03-30",36,65,1,NA,2022-02-24
"68",NA,"Ukraine","Unknown truck","destroyed","https://i.postimg.cc/jScSwHTb/Screenshot-8020.png","2022-03-30",36,66,1,NA,2022-02-24
